registration_month,import_status_group,registration_count
1979-02,nz_new,1
1979-03,other_or_unknown,33
1979-03,nz_new,6
1979-04,other_or_unknown,25
1979-04,nz_new,5
1979-05,other_or_unknown,24
1979-05,nz_new,7
1979-06,other_or_unknown,35
1979-06,nz_new,2
1979-07,other_or_unknown,17
1979-07,nz_new,5
1979-08,other_or_unknown,35
1979-08,nz_new,2
1979-09,other_or_unknown,17
1979-09,nz_new,8
1979-10,other_or_unknown,29
1979-10,nz_new,3
1979-11,other_or_unknown,25
1979-11,nz_new,6
1979-12,other_or_unknown,34
1979-12,nz_new,6
1980-01,other_or_unknown,44
1980-01,nz_new,6
1980-02,other_or_unknown,31
1980-02,nz_new,7
1980-03,other_or_unknown,31
1980-03,nz_new,8
1980-04,other_or_unknown,29
1980-04,nz_new,6
1980-05,other_or_unknown,27
1980-05,nz_new,5
1980-06,other_or_unknown,25
1980-06,nz_new,3
1980-07,other_or_unknown,32
1980-07,nz_new,7
1980-08,other_or_unknown,33
1980-08,nz_new,4
1980-09,other_or_unknown,33
1980-09,nz_new,6
1980-10,other_or_unknown,29
1980-10,nz_new,3
1980-11,other_or_unknown,22
1980-11,nz_new,7
1980-12,other_or_unknown,24
1980-12,nz_new,7
1981-01,other_or_unknown,40
1981-01,nz_new,5
1981-02,other_or_unknown,23
1981-02,nz_new,3
1981-03,other_or_unknown,21
1981-03,nz_new,9
1981-04,other_or_unknown,24
1981-04,nz_new,5
1981-05,other_or_unknown,22
1981-05,nz_new,2
1981-06,other_or_unknown,17
1981-06,nz_new,2
1981-07,other_or_unknown,20
1981-07,nz_new,2
1981-08,other_or_unknown,24
1981-08,nz_new,11
1981-09,other_or_unknown,21
1981-09,nz_new,1
1981-10,other_or_unknown,24
1981-10,nz_new,9
1981-11,other_or_unknown,19
1981-11,nz_new,8
1981-12,other_or_unknown,16
1981-12,nz_new,3
1982-01,other_or_unknown,37
1982-01,nz_new,4
1982-02,other_or_unknown,21
1982-02,nz_new,8
1982-03,other_or_unknown,25
1982-03,nz_new,5
1982-04,other_or_unknown,21
1982-04,nz_new,5
1982-05,other_or_unknown,26
1982-05,nz_new,15
1982-06,other_or_unknown,41
1982-06,nz_new,8
1982-07,other_or_unknown,19
1982-07,nz_new,7
1982-08,other_or_unknown,17
1982-08,nz_new,5
1982-09,other_or_unknown,19
1982-09,nz_new,6
1982-10,other_or_unknown,19
1982-10,nz_new,4
1982-11,other_or_unknown,14
1982-11,nz_new,1
1982-12,other_or_unknown,19
1982-12,nz_new,6
1983-01,other_or_unknown,26
1983-01,nz_new,5
1983-02,other_or_unknown,16
1983-02,nz_new,3
1983-03,other_or_unknown,20
1983-03,nz_new,3
1983-04,other_or_unknown,13
1983-04,nz_new,5
1983-05,other_or_unknown,20
1983-05,nz_new,4
1983-06,other_or_unknown,21
1983-06,nz_new,2
1983-07,other_or_unknown,21
1983-07,nz_new,6
1983-08,other_or_unknown,8
1983-08,nz_new,6
1983-09,other_or_unknown,21
1983-09,nz_new,4
1983-10,other_or_unknown,25
1983-10,nz_new,6
1983-11,other_or_unknown,17
1983-11,nz_new,9
1983-12,other_or_unknown,11
1983-12,nz_new,7
1984-01,other_or_unknown,30
1984-01,nz_new,7
1984-02,other_or_unknown,25
1984-02,nz_new,4
1984-03,other_or_unknown,24
1984-03,nz_new,6
1984-04,other_or_unknown,20
1984-04,nz_new,8
1984-05,other_or_unknown,22
1984-05,nz_new,3
1984-06,other_or_unknown,13
1984-06,nz_new,6
1984-07,other_or_unknown,29
1984-07,nz_new,6
1984-08,other_or_unknown,15
1984-08,nz_new,7
1984-09,other_or_unknown,24
1984-09,nz_new,9
1984-10,other_or_unknown,22
1984-10,nz_new,3
1984-11,other_or_unknown,25
1984-11,nz_new,10
1984-12,other_or_unknown,25
1984-12,nz_new,3
1985-01,other_or_unknown,46
1985-01,nz_new,11
1985-02,other_or_unknown,21
1985-02,nz_new,11
1985-03,other_or_unknown,29
1985-03,nz_new,7
1985-04,other_or_unknown,28
1985-04,nz_new,5
1985-05,other_or_unknown,23
1985-05,nz_new,22
1985-06,other_or_unknown,34
1985-06,nz_new,12
1985-07,other_or_unknown,30
1985-07,nz_new,7
1985-08,other_or_unknown,27
1985-08,nz_new,9
1985-09,other_or_unknown,33
1985-09,nz_new,10
1985-10,other_or_unknown,25
1985-10,nz_new,6
1985-11,other_or_unknown,19
1985-11,nz_new,8
1985-12,other_or_unknown,34
1985-12,nz_new,7
1985-12,used_import,2
1986-01,other_or_unknown,55
1986-01,nz_new,5
1986-01,used_import,3
1986-02,other_or_unknown,29
1986-02,nz_new,6
1986-02,used_import,4
1986-03,other_or_unknown,26
1986-03,nz_new,2
1986-04,other_or_unknown,35
1986-04,nz_new,2
1986-04,used_import,2
1986-05,other_or_unknown,27
1986-05,nz_new,5
1986-05,used_import,2
1986-06,other_or_unknown,38
1986-06,nz_new,9
1986-07,other_or_unknown,30
1986-07,nz_new,8
1986-07,used_import,1
1986-08,other_or_unknown,40
1986-08,nz_new,10
1986-08,used_import,1
1986-09,other_or_unknown,36
1986-09,nz_new,8
1986-09,used_import,1
1986-10,other_or_unknown,39
1986-10,nz_new,7
1986-10,used_import,1
1986-11,other_or_unknown,34
1986-11,nz_new,2
1986-12,other_or_unknown,44
1986-12,nz_new,2
1986-12,used_import,1
1987-01,other_or_unknown,45
1987-01,nz_new,2
1987-01,used_import,1
1987-02,other_or_unknown,35
1987-02,nz_new,5
1987-02,used_import,2
1987-03,other_or_unknown,26
1987-03,nz_new,9
1987-03,used_import,3
1987-04,other_or_unknown,32
1987-04,nz_new,5
1987-04,used_import,4
1987-05,other_or_unknown,58
1987-05,nz_new,10
1987-05,used_import,6
1987-06,other_or_unknown,48
1987-06,nz_new,12
1987-06,used_import,4
1987-07,other_or_unknown,47
1987-07,nz_new,9
1987-07,used_import,1
1987-08,other_or_unknown,59
1987-08,nz_new,10
1987-08,used_import,6
1987-09,other_or_unknown,104
1987-09,nz_new,13
1987-09,used_import,6
1987-10,other_or_unknown,56
1987-10,nz_new,9
1987-10,used_import,2
1987-11,other_or_unknown,40
1987-11,nz_new,6
1987-11,used_import,1
1987-12,other_or_unknown,41
1987-12,used_import,6
1987-12,nz_new,4
1988-01,other_or_unknown,38
1988-01,nz_new,10
1988-01,used_import,2
1988-02,other_or_unknown,38
1988-02,used_import,5
1988-02,nz_new,3
1988-03,other_or_unknown,28
1988-03,nz_new,11
1988-03,used_import,1
1988-04,other_or_unknown,24
1988-04,used_import,4
1988-04,nz_new,1
1988-05,other_or_unknown,28
1988-05,nz_new,7
1988-06,other_or_unknown,21
1988-06,nz_new,8
1988-06,used_import,1
1988-07,other_or_unknown,32
1988-07,nz_new,7
1988-07,used_import,3
1988-08,other_or_unknown,23
1988-08,nz_new,11
1988-08,used_import,1
1988-09,other_or_unknown,31
1988-09,nz_new,7
1988-09,used_import,1
1988-10,other_or_unknown,23
1988-10,nz_new,6
1988-11,other_or_unknown,30
1988-11,nz_new,10
1988-11,used_import,4
1988-12,other_or_unknown,39
1988-12,nz_new,8
1988-12,used_import,5
1989-01,other_or_unknown,52
1989-01,nz_new,4
1989-01,used_import,1
1989-02,other_or_unknown,41
1989-02,nz_new,6
1989-02,used_import,2
1989-03,other_or_unknown,43
1989-03,nz_new,13
1989-03,used_import,5
1989-04,other_or_unknown,30
1989-04,nz_new,4
1989-04,used_import,1
1989-05,other_or_unknown,37
1989-05,nz_new,10
1989-05,used_import,4
1989-06,other_or_unknown,38
1989-06,nz_new,13
1989-06,used_import,4
1989-07,other_or_unknown,32
1989-07,nz_new,5
1989-07,used_import,2
1989-08,other_or_unknown,39
1989-08,nz_new,9
1989-08,used_import,3
1989-09,other_or_unknown,37
1989-09,nz_new,14
1989-09,used_import,2
1989-10,other_or_unknown,37
1989-10,nz_new,8
1989-10,used_import,1
1989-11,other_or_unknown,55
1989-11,nz_new,11
1989-12,other_or_unknown,41
1989-12,nz_new,6
1989-12,used_import,4
1990-01,other_or_unknown,51
1990-01,nz_new,9
1990-01,used_import,6
1990-02,other_or_unknown,35
1990-02,nz_new,14
1990-02,used_import,2
1990-03,other_or_unknown,47
1990-03,nz_new,16
1990-03,used_import,4
1990-04,other_or_unknown,46
1990-04,nz_new,10
1990-04,used_import,3
1990-05,other_or_unknown,55
1990-05,nz_new,9
1990-05,used_import,4
1990-06,other_or_unknown,43
1990-06,used_import,7
1990-06,nz_new,4
1990-07,other_or_unknown,54
1990-07,nz_new,16
1990-07,used_import,6
1990-08,other_or_unknown,43
1990-08,nz_new,16
1990-08,used_import,1
1990-09,other_or_unknown,46
1990-09,nz_new,9
1990-09,used_import,1
1990-10,other_or_unknown,98
1990-10,nz_new,11
1990-10,used_import,7
1990-11,other_or_unknown,40
1990-11,nz_new,11
1990-11,used_import,4
1990-12,other_or_unknown,64
1990-12,nz_new,10
1990-12,used_import,6
1991-01,other_or_unknown,44
1991-01,nz_new,5
1991-01,used_import,3
1991-02,other_or_unknown,20
1991-02,nz_new,10
1991-02,used_import,1
1991-03,other_or_unknown,31
1991-03,nz_new,10
1991-03,used_import,1
1991-04,other_or_unknown,28
1991-04,nz_new,12
1991-04,used_import,2
1991-05,other_or_unknown,28
1991-05,nz_new,10
1991-05,used_import,2
1991-06,other_or_unknown,27
1991-06,nz_new,4
1991-06,used_import,3
1991-07,other_or_unknown,19
1991-07,nz_new,12
1991-07,used_import,4
1991-08,other_or_unknown,34
1991-08,nz_new,14
1991-08,used_import,2
1991-09,other_or_unknown,34
1991-09,nz_new,12
1991-09,used_import,2
1991-10,other_or_unknown,25
1991-10,nz_new,16
1991-11,other_or_unknown,28
1991-11,nz_new,9
1991-11,used_import,4
1991-12,other_or_unknown,45
1991-12,nz_new,13
1991-12,used_import,3
1992-01,other_or_unknown,28
1992-01,nz_new,15
1992-01,used_import,3
1992-02,other_or_unknown,34
1992-02,nz_new,15
1992-02,used_import,4
1992-03,other_or_unknown,31
1992-03,nz_new,4
1992-03,used_import,3
1992-04,other_or_unknown,16
1992-04,nz_new,6
1992-04,used_import,1
1992-05,other_or_unknown,34
1992-05,nz_new,10
1992-06,other_or_unknown,38
1992-06,nz_new,7
1992-06,used_import,2
1992-07,other_or_unknown,37
1992-07,nz_new,13
1992-07,used_import,2
1992-08,other_or_unknown,32
1992-08,nz_new,18
1992-08,used_import,2
1992-09,other_or_unknown,39
1992-09,nz_new,11
1992-09,used_import,1
1992-10,other_or_unknown,27
1992-10,nz_new,10
1992-10,used_import,4
1992-11,other_or_unknown,33
1992-11,nz_new,14
1992-11,used_import,5
1992-12,other_or_unknown,31
1992-12,nz_new,15
1992-12,used_import,3
1993-01,other_or_unknown,30
1993-01,nz_new,12
1993-01,used_import,3
1993-02,other_or_unknown,28
1993-02,nz_new,13
1993-02,used_import,4
1993-03,other_or_unknown,36
1993-03,nz_new,19
1993-03,used_import,1
1993-04,other_or_unknown,26
1993-04,nz_new,14
1993-04,used_import,3
1993-05,other_or_unknown,35
1993-05,nz_new,13
1993-05,used_import,6
1993-06,other_or_unknown,26
1993-06,nz_new,15
1993-06,used_import,5
1993-07,other_or_unknown,40
1993-07,nz_new,22
1993-07,used_import,2
1993-08,other_or_unknown,31
1993-08,nz_new,13
1993-08,used_import,2
1993-09,other_or_unknown,31
1993-09,nz_new,13
1993-09,used_import,3
1993-10,other_or_unknown,33
1993-10,nz_new,20
1993-10,used_import,5
1993-11,other_or_unknown,36
1993-11,nz_new,23
1993-11,used_import,6
1993-12,other_or_unknown,35
1993-12,nz_new,11
1993-12,used_import,4
1994-01,other_or_unknown,53
1994-01,nz_new,12
1994-01,used_import,5
1994-02,other_or_unknown,36
1994-02,nz_new,16
1994-02,used_import,1
1994-03,other_or_unknown,52
1994-03,nz_new,32
1994-03,used_import,5
1994-04,other_or_unknown,28
1994-04,nz_new,13
1994-04,used_import,4
1994-05,other_or_unknown,40
1994-05,nz_new,23
1994-05,used_import,5
1994-06,other_or_unknown,45
1994-06,nz_new,16
1994-06,used_import,6
1994-07,other_or_unknown,32
1994-07,nz_new,20
1994-07,used_import,3
1994-08,other_or_unknown,33
1994-08,nz_new,20
1994-08,used_import,10
1994-09,other_or_unknown,46
1994-09,nz_new,21
1994-09,used_import,10
1994-10,other_or_unknown,56
1994-10,nz_new,28
1994-10,used_import,14
1994-11,other_or_unknown,57
1994-11,nz_new,23
1994-11,used_import,6
1994-12,other_or_unknown,42
1994-12,used_import,17
1994-12,nz_new,10
1995-01,other_or_unknown,62
1995-01,nz_new,45
1995-01,used_import,7
1995-02,other_or_unknown,51
1995-02,nz_new,19
1995-02,used_import,11
1995-03,other_or_unknown,54
1995-03,nz_new,24
1995-03,used_import,12
1995-04,other_or_unknown,41
1995-04,nz_new,23
1995-04,used_import,12
1995-05,other_or_unknown,48
1995-05,nz_new,27
1995-05,used_import,15
1995-06,other_or_unknown,63
1995-06,nz_new,21
1995-06,used_import,8
1995-07,other_or_unknown,50
1995-07,nz_new,32
1995-07,used_import,10
1995-08,other_or_unknown,72
1995-08,nz_new,24
1995-08,used_import,11
1995-09,other_or_unknown,82
1995-09,nz_new,23
1995-09,used_import,13
1995-10,other_or_unknown,68
1995-10,nz_new,24
1995-10,used_import,17
1995-11,other_or_unknown,59
1995-11,nz_new,22
1995-11,used_import,15
1995-12,other_or_unknown,52
1995-12,nz_new,23
1995-12,used_import,18
1996-01,other_or_unknown,60
1996-01,nz_new,24
1996-01,used_import,16
1996-02,other_or_unknown,63
1996-02,nz_new,21
1996-02,used_import,11
1996-03,other_or_unknown,70
1996-03,nz_new,26
1996-03,used_import,20
1996-04,other_or_unknown,54
1996-04,nz_new,30
1996-04,used_import,20
1996-05,other_or_unknown,69
1996-05,nz_new,36
1996-05,used_import,17
1996-06,other_or_unknown,51
1996-06,nz_new,29
1996-06,used_import,11
1996-07,other_or_unknown,66
1996-07,nz_new,30
1996-07,used_import,30
1996-08,other_or_unknown,78
1996-08,used_import,32
1996-08,nz_new,27
1996-09,used_import,326
1996-09,nz_new,57
1996-09,other_or_unknown,57
1996-10,used_import,526
1996-10,other_or_unknown,78
1996-10,nz_new,68
1996-11,used_import,642
1996-11,other_or_unknown,79
1996-11,nz_new,78
1996-12,used_import,701
1996-12,other_or_unknown,79
1996-12,nz_new,66
1997-01,used_import,608
1997-01,other_or_unknown,65
1997-01,nz_new,58
1997-02,used_import,585
1997-02,other_or_unknown,62
1997-02,nz_new,41
1997-03,used_import,583
1997-03,other_or_unknown,80
1997-03,nz_new,49
1997-04,used_import,723
1997-04,other_or_unknown,75
1997-04,nz_new,50
1997-05,used_import,747
1997-05,other_or_unknown,78
1997-05,nz_new,65
1997-06,used_import,581
1997-06,nz_new,112
1997-06,other_or_unknown,68
1997-07,used_import,686
1997-07,nz_new,116
1997-07,other_or_unknown,80
1997-08,used_import,582
1997-08,nz_new,91
1997-08,other_or_unknown,48
1997-09,used_import,575
1997-09,nz_new,141
1997-09,other_or_unknown,73
1997-10,used_import,481
1997-10,nz_new,159
1997-10,other_or_unknown,70
1997-11,used_import,471
1997-11,nz_new,64
1997-11,other_or_unknown,55
1997-12,used_import,593
1997-12,nz_new,90
1997-12,other_or_unknown,59
1998-01,used_import,539
1998-01,nz_new,63
1998-01,other_or_unknown,55
1998-02,used_import,483
1998-02,other_or_unknown,53
1998-02,nz_new,51
1998-03,used_import,565
1998-03,nz_new,57
1998-03,other_or_unknown,49
1998-04,used_import,484
1998-04,other_or_unknown,56
1998-04,nz_new,31
1998-05,used_import,514
1998-05,other_or_unknown,56
1998-05,nz_new,46
1998-06,used_import,553
1998-06,nz_new,100
1998-06,other_or_unknown,45
1998-07,used_import,704
1998-07,other_or_unknown,74
1998-07,nz_new,70
1998-08,used_import,711
1998-08,nz_new,82
1998-08,other_or_unknown,73
1998-09,used_import,720
1998-09,nz_new,107
1998-09,other_or_unknown,70
1998-10,used_import,728
1998-10,nz_new,141
1998-10,other_or_unknown,77
1998-11,used_import,747
1998-11,nz_new,82
1998-11,other_or_unknown,78
1998-12,used_import,815
1998-12,nz_new,163
1998-12,other_or_unknown,80
1999-01,used_import,680
1999-01,nz_new,71
1999-01,other_or_unknown,71
1999-02,used_import,664
1999-02,other_or_unknown,80
1999-02,nz_new,63
1999-03,used_import,861
1999-03,other_or_unknown,83
1999-03,nz_new,75
1999-04,used_import,833
1999-04,other_or_unknown,95
1999-04,nz_new,88
1999-05,used_import,887
1999-05,other_or_unknown,80
1999-05,nz_new,63
1999-06,used_import,892
1999-06,other_or_unknown,106
1999-06,nz_new,94
1999-07,used_import,950
1999-07,nz_new,83
1999-07,other_or_unknown,65
1999-08,used_import,938
1999-08,nz_new,104
1999-08,other_or_unknown,98
1999-09,used_import,795
1999-09,nz_new,186
1999-09,other_or_unknown,101
1999-10,used_import,721
1999-10,nz_new,255
1999-10,other_or_unknown,97
1999-11,used_import,895
1999-11,nz_new,199
1999-11,other_or_unknown,92
1999-12,used_import,905
1999-12,nz_new,213
1999-12,other_or_unknown,103
2000-01,used_import,765
2000-01,nz_new,161
2000-01,other_or_unknown,99
2000-02,used_import,857
2000-02,nz_new,189
2000-02,other_or_unknown,100
2000-03,used_import,916
2000-03,nz_new,286
2000-03,other_or_unknown,104
2000-04,used_import,691
2000-04,nz_new,202
2000-04,other_or_unknown,84
2000-05,used_import,916
2000-05,nz_new,349
2000-05,other_or_unknown,88
2000-06,used_import,800
2000-06,nz_new,518
2000-06,other_or_unknown,98
2000-07,used_import,779
2000-07,nz_new,618
2000-07,other_or_unknown,99
2000-08,nz_new,823
2000-08,used_import,791
2000-08,other_or_unknown,66
2000-09,nz_new,895
2000-09,used_import,689
2000-09,other_or_unknown,90
2000-10,nz_new,997
2000-10,used_import,628
2000-10,other_or_unknown,80
2000-11,nz_new,1016
2000-11,used_import,667
2000-11,other_or_unknown,79
2000-12,nz_new,911
2000-12,used_import,664
2000-12,other_or_unknown,80
2001-01,nz_new,1113
2001-01,used_import,741
2001-01,other_or_unknown,67
2001-02,nz_new,1078
2001-02,used_import,678
2001-02,other_or_unknown,92
2001-03,nz_new,1354
2001-03,used_import,882
2001-03,other_or_unknown,83
2001-04,nz_new,1035
2001-04,used_import,821
2001-04,other_or_unknown,90
2001-05,nz_new,1274
2001-05,used_import,991
2001-05,other_or_unknown,100
2001-06,nz_new,1555
2001-06,used_import,899
2001-06,other_or_unknown,99
2001-07,nz_new,1367
2001-07,used_import,979
2001-07,other_or_unknown,101
2001-08,nz_new,1371
2001-08,used_import,1028
2001-08,other_or_unknown,108
2001-09,nz_new,1285
2001-09,used_import,883
2001-09,other_or_unknown,108
2001-10,nz_new,1702
2001-10,used_import,920
2001-10,other_or_unknown,117
2001-11,nz_new,1735
2001-11,used_import,1009
2001-11,other_or_unknown,110
2001-12,nz_new,1646
2001-12,used_import,979
2001-12,other_or_unknown,116
2002-01,nz_new,1655
2002-01,used_import,1001
2002-01,other_or_unknown,101
2002-02,nz_new,1390
2002-02,used_import,1029
2002-02,other_or_unknown,102
2002-03,nz_new,1804
2002-03,used_import,1222
2002-03,other_or_unknown,127
2002-04,nz_new,1609
2002-04,used_import,1114
2002-04,other_or_unknown,117
2002-05,nz_new,1794
2002-05,used_import,1274
2002-05,other_or_unknown,125
2002-06,nz_new,1994
2002-06,used_import,1100
2002-06,other_or_unknown,119
2002-07,nz_new,1880
2002-07,used_import,1316
2002-07,other_or_unknown,116
2002-08,nz_new,1831
2002-08,used_import,1356
2002-08,other_or_unknown,156
2002-09,nz_new,2029
2002-09,used_import,1277
2002-09,other_or_unknown,114
2002-10,nz_new,2272
2002-10,used_import,1353
2002-10,other_or_unknown,109
2002-11,nz_new,2022
2002-11,used_import,1325
2002-11,other_or_unknown,123
2002-12,nz_new,1757
2002-12,used_import,1485
2002-12,other_or_unknown,119
2003-01,nz_new,2287
2003-01,used_import,1532
2003-01,other_or_unknown,137
2003-02,nz_new,2030
2003-02,used_import,1566
2003-02,other_or_unknown,125
2003-03,nz_new,2231
2003-03,used_import,1680
2003-03,other_or_unknown,140
2003-04,nz_new,1841
2003-04,used_import,1641
2003-04,other_or_unknown,118
2003-05,nz_new,2210
2003-05,used_import,2014
2003-05,other_or_unknown,149
2003-06,nz_new,2729
2003-06,used_import,1801
2003-06,other_or_unknown,149
2003-07,nz_new,2689
2003-07,used_import,2017
2003-07,other_or_unknown,164
2003-08,nz_new,2356
2003-08,used_import,1878
2003-08,other_or_unknown,157
2003-09,nz_new,2971
2003-09,used_import,1820
2003-09,other_or_unknown,167
2003-10,nz_new,3044
2003-10,used_import,1947
2003-10,other_or_unknown,184
2003-11,nz_new,2508
2003-11,used_import,1710
2003-11,other_or_unknown,149
2003-12,nz_new,2623
2003-12,used_import,1871
2003-12,other_or_unknown,186
2004-01,nz_new,2672
2004-01,used_import,1888
2004-01,other_or_unknown,135
2004-02,nz_new,2412
2004-02,used_import,1974
2004-02,other_or_unknown,147
2004-03,nz_new,2927
2004-03,used_import,2314
2004-03,other_or_unknown,185
2004-04,nz_new,2462
2004-04,used_import,2088
2004-04,other_or_unknown,157
2004-05,nz_new,2642
2004-05,used_import,2086
2004-05,other_or_unknown,152
2004-06,nz_new,3338
2004-06,used_import,1989
2004-06,other_or_unknown,172
2004-07,nz_new,2841
2004-07,used_import,2013
2004-07,other_or_unknown,137
2004-08,nz_new,2709
2004-08,used_import,1923
2004-08,other_or_unknown,150
2004-09,nz_new,3134
2004-09,used_import,1890
2004-09,other_or_unknown,172
2004-10,nz_new,3354
2004-10,used_import,1733
2004-10,other_or_unknown,154
2004-11,nz_new,3126
2004-11,used_import,1873
2004-11,other_or_unknown,147
2004-12,nz_new,2853
2004-12,used_import,1974
2004-12,other_or_unknown,173
2005-01,nz_new,2874
2005-01,used_import,1763
2005-01,other_or_unknown,141
2005-02,nz_new,2931
2005-02,used_import,2198
2005-02,other_or_unknown,162
2005-03,nz_new,3410
2005-03,used_import,2173
2005-03,other_or_unknown,163
2005-04,nz_new,2815
2005-04,used_import,2101
2005-04,other_or_unknown,190
2005-05,nz_new,3100
2005-05,used_import,2321
2005-05,other_or_unknown,183
2005-06,nz_new,3893
2005-06,used_import,2196
2005-06,other_or_unknown,188
2005-07,nz_new,3309
2005-07,used_import,2386
2005-07,other_or_unknown,162
2005-08,nz_new,3689
2005-08,used_import,2461
2005-08,other_or_unknown,207
2005-09,nz_new,3845
2005-09,used_import,2222
2005-09,other_or_unknown,214
2005-10,nz_new,3796
2005-10,used_import,2056
2005-10,other_or_unknown,186
2005-11,nz_new,3270
2005-11,used_import,2443
2005-11,other_or_unknown,172
2005-12,nz_new,3155
2005-12,used_import,2400
2005-12,other_or_unknown,169
2006-01,nz_new,3587
2006-01,used_import,2223
2006-01,other_or_unknown,183
2006-02,nz_new,3417
2006-02,used_import,2194
2006-02,other_or_unknown,183
2006-03,nz_new,4058
2006-03,used_import,2452
2006-03,other_or_unknown,217
2006-04,nz_new,2937
2006-04,used_import,2039
2006-04,other_or_unknown,154
2006-05,nz_new,3551
2006-05,used_import,2295
2006-05,other_or_unknown,177
2006-06,nz_new,3551
2006-06,used_import,2000
2006-06,other_or_unknown,159
2006-07,nz_new,3427
2006-07,used_import,2012
2006-07,other_or_unknown,153
2006-08,nz_new,3905
2006-08,used_import,1947
2006-08,other_or_unknown,205
2006-09,nz_new,4284
2006-09,used_import,1841
2006-09,other_or_unknown,188
2006-10,nz_new,4479
2006-10,used_import,1949
2006-10,other_or_unknown,181
2006-11,nz_new,3789
2006-11,used_import,2090
2006-11,other_or_unknown,185
2006-12,nz_new,3376
2006-12,used_import,2063
2006-12,other_or_unknown,165
2007-01,nz_new,4311
2007-01,used_import,2183
2007-01,other_or_unknown,178
2007-02,nz_new,3735
2007-02,used_import,2029
2007-02,other_or_unknown,175
2007-03,nz_new,4337
2007-03,used_import,2463
2007-03,other_or_unknown,238
2007-04,nz_new,3112
2007-04,used_import,2221
2007-04,other_or_unknown,166
2007-05,nz_new,4075
2007-05,used_import,2656
2007-05,other_or_unknown,233
2007-06,nz_new,4089
2007-06,used_import,2519
2007-06,other_or_unknown,208
2007-07,nz_new,4147
2007-07,used_import,2828
2007-07,other_or_unknown,225
2007-08,nz_new,4433
2007-08,used_import,2966
2007-08,other_or_unknown,232
2007-09,nz_new,4622
2007-09,used_import,2553
2007-09,other_or_unknown,198
2007-10,nz_new,5093
2007-10,used_import,2631
2007-10,other_or_unknown,237
2007-11,nz_new,4440
2007-11,used_import,2545
2007-11,other_or_unknown,213
2007-12,nz_new,3744
2007-12,used_import,2555
2007-12,other_or_unknown,184
2008-01,nz_new,5231
2008-01,used_import,2578
2008-01,other_or_unknown,206
2008-02,nz_new,4298
2008-02,used_import,2559
2008-02,other_or_unknown,206
2008-03,nz_new,4386
2008-03,used_import,2431
2008-03,other_or_unknown,203
2008-04,nz_new,3781
2008-04,used_import,2471
2008-04,other_or_unknown,188
2008-05,nz_new,3842
2008-05,used_import,2273
2008-05,other_or_unknown,167
2008-06,nz_new,4678
2008-06,used_import,2084
2008-06,other_or_unknown,171
2008-07,nz_new,3710
2008-07,used_import,2121
2008-07,other_or_unknown,171
2008-08,nz_new,3926
2008-08,used_import,1949
2008-08,other_or_unknown,167
2008-09,nz_new,4762
2008-09,used_import,2166
2008-09,other_or_unknown,183
2008-10,nz_new,5333
2008-10,used_import,2005
2008-10,other_or_unknown,193
2008-11,nz_new,3508
2008-11,used_import,1822
2008-11,other_or_unknown,151
2008-12,nz_new,3748
2008-12,used_import,1928
2008-12,other_or_unknown,155
2009-01,nz_new,3833
2009-01,used_import,1564
2009-01,other_or_unknown,149
2009-02,nz_new,2705
2009-02,used_import,1388
2009-02,other_or_unknown,122
2009-03,nz_new,3524
2009-03,used_import,1539
2009-03,other_or_unknown,146
2009-04,nz_new,2601
2009-04,used_import,1436
2009-04,other_or_unknown,91
2009-05,nz_new,2916
2009-05,used_import,1549
2009-05,other_or_unknown,130
2009-06,nz_new,3160
2009-06,used_import,1690
2009-06,other_or_unknown,104
2009-07,nz_new,3247
2009-07,used_import,2003
2009-07,other_or_unknown,132
2009-08,nz_new,3220
2009-08,used_import,1837
2009-08,other_or_unknown,115
2009-09,nz_new,4134
2009-09,used_import,1823
2009-09,other_or_unknown,138
2009-10,nz_new,4251
2009-10,used_import,1982
2009-10,other_or_unknown,159
2009-11,nz_new,3310
2009-11,used_import,2208
2009-11,other_or_unknown,139
2009-12,nz_new,3025
2009-12,used_import,2519
2009-12,other_or_unknown,144
2010-01,nz_new,4415
2010-01,used_import,2346
2010-01,other_or_unknown,147
2010-02,nz_new,3351
2010-02,used_import,2365
2010-02,other_or_unknown,125
2010-03,nz_new,4171
2010-03,used_import,2856
2010-03,other_or_unknown,153
2010-04,nz_new,3573
2010-04,used_import,2570
2010-04,other_or_unknown,141
2010-05,nz_new,3533
2010-05,used_import,2621
2010-05,other_or_unknown,152
2010-06,nz_new,4531
2010-06,used_import,2730
2010-06,other_or_unknown,173
2010-07,nz_new,3471
2010-07,used_import,2894
2010-07,other_or_unknown,141
2010-08,nz_new,3668
2010-08,used_import,2813
2010-08,other_or_unknown,150
2010-09,nz_new,4923
2010-09,used_import,2761
2010-09,other_or_unknown,182
2010-10,nz_new,4552
2010-10,used_import,2502
2010-10,other_or_unknown,180
2010-11,nz_new,4575
2010-11,used_import,2755
2010-11,other_or_unknown,177
2010-12,nz_new,3576
2010-12,used_import,2800
2010-12,other_or_unknown,154
2011-01,nz_new,5035
2011-01,used_import,2590
2011-01,other_or_unknown,162
2011-02,nz_new,3903
2011-02,used_import,2484
2011-02,other_or_unknown,146
2011-03,nz_new,4892
2011-03,used_import,2705
2011-03,other_or_unknown,170
2011-04,nz_new,3350
2011-04,used_import,2363
2011-04,other_or_unknown,121
2011-05,nz_new,3583
2011-05,used_import,2733
2011-05,other_or_unknown,127
